Institution,sfr,infrastructure,out turn,Score
"JANTA DEGREE COLLEGE,PERSON ETAH (Id: C-15423)",130,,221,
Janta Education College (Id: C-18264),51.125,,69,
"Janta Girls College, Ellenabad (Id: C-22434)",72.67692308,,223,
"Janta Institute of Veterinary Sciences, Butana, Sonipat (Id: C-60947)",13.80952381,,53,
JANTA JAGRITI GIRLS DEGREE COLLEGE EKRI SARDHANA MEERUT (Id: C-63104),34,,23,
"JANTA KANYA MAHAVIDYALAYA,ABAGARH,ETAH (Id: C-15438)",37.57692308,,42,
janta mahavidyalaya (Id: C-63201),37.54545455,,116,
"JANTA MAHAVIDYALAYA, AJEETMAL, (Id: C-12300)",34.4,,300,
"JANTA MAHAVIDYALAYA, GAURIKARAN, (Id: C-12493)",39.36842105,,7,
"Janta Mahavidyalaya, Ratanupur , Jaunpur (Id: C-16152)",0,,393,
"Janta P G College, Ranipur Mau (Id: C-15983)",33.41176471,,131,
Janta Shikshan Prasarak Mandals Arts Commerce and Science Mahavidyalaya Hupari Tal Hatkanangle  Dist Kolhapur (Id: C-61811),35,,0,
"Janta Shikshan Prasarak Mandal's College of Education, Khultabad. (Id: C-34665)",10.2,,27,
JANTA SHIKSHAN PRASARAK MANDALs JANTA ADHYAPAK MAHAVIDYALAYA (Id: C-48414),3.8,,55,
"JANTA SHIKSHA SANSTHAN MAHAVIDYALAYA, GHATAMPUR, (Id: C-12074)",39.03030303,,124,
"Janta Shivratri College, Medininnagar (Id: C-42750)",20.59872611,,808,
"Janta Vaidik Mahavidyalay, Menhdawal, Sant Kabir Nagar (Id: C-14085)",94.45454545,,476,
"Janta Vastigrah Sanstha, Dhanora, Janta Arts, Science & Commerce College, Dhanora, Ashti. (Id: C-34674)",17.57894737,,103,
"JAN UTKARSHA PRABODHINI ARTS SCICE AND COMMERCE COLLEGE, THANE (Id: C-45235)",20.83076923,,54,
Japfu Christian College (Id: C-16688),129.2666667,,171,
JARIBANDHAN MAHAVIDYALAYA (Id: C-53695),13.59259259,,169,
JASANI ARTS & COMMERCE COLLEGE-RAJKOT (Id: C-961),30.61666667,,258,
JAS College of Education (Id: C-14810),13.65853659,,92,
"Jasdev Singh Sandhu College of Education, Rajpura Road, Kauli, Patiala (Id: C-22197)",3.288659794,,219,
"JASDEV SINGH SANDHU DEGREE COLLEGE, RAJPURA ROAD , KAULI (Id: C-49387)",4.404761905,,25,
"Jashipur College, Jashipur (Id: C-10912)",29.5,,128,
"JASHODABA POLYTECHNIC INSTITUTE , SIDHPUR 952 (Id: C-47930)",56.875,,51,
JASHWANT SINGH BHADAURIA LAW COLLEGE (Id: C-56525),56.625,,0,
JASIDIH B.Ed. COLLEGE (Id: C-55438),7.146341463,,100,
"Jasmer Singh Jeji Degree College, Gurne Kalan, Munak, Sangrur (Id: C-22082)",93.16666667,,791,
Jasoda Bishnu College (Id: C-40922),14.28571429,,67,
"Jasoda Devi TT College, Jaipur (Id: C-38861)",50.33333333,,90,
"Jasveer Memorial College, Sandwa (Id: C-40679)",5.623931624,,117,
"Jasveer Memorial T.T. College, Sahwa (Id: C-40707)",14.15384615,,198,
"Jaswantpura College, Jaswantpura (Id: C-58486)",351.5,,0,
"JASWANT SINGH BHADORIYA DEGREE COLLEGE, MATHURA (Id: C-15109)",42.875,,19,
"JASWANT SINGH BHADORIYA KANYA DEGREE COLLEGE, MATHURA (Id: C-15178)",64.10714286,,0,
"Jatadhari Mahavidyalaya, Marufpur, Chandauli (Id: C-13710)",21.55555556,,306,
"Jatashankar Gupta Degree College, Katvar , Jaunpur (Id: C-15888)",15.59090909,,26,
Jat College (Id: C-10752),29.88888889,,170,
Jat College of Education (Id: C-10736),44.6,,82,
"J.A.T.College of Education for Womens Anjuman E Talim, Malegaon, Dist. Nashik (Id: C-41235)",43.11111111,,50,
JATINDRA MOHAN COLLEGE OF EDUCATION  (Id: C-58666),94.33333333,,169,
Jatindra Rajendra Mahavidyalaya (Id: C-7077),9,,201,
"Jatni College, Jatni, Khurda (Id: C-39520)",25.8,,323,
"Jauwad Ali Shah Imambara Girls P. G. College, Gorakhpur (Id: C-14204)",17.28571429,,446,
"Javaharlal Darda Institute of Engineering And Technology, Lohara, (Id: C-43070)",9.333333333,,431,
"J.A.V. College, Baraut (Baghpat) Mob.No.9868439438 01234-262239 (Id: C-29090)",31.57142857,,330,
"JAVENDRA NATH RAM PRAKASH MAHAVIDYALAYA, MADHOGANJ (Id: C-48937)",61.625,,63,
"Jawahar Bharathi Degree College, Kavali (Id: C-24723)",31.73913043,,142,
Jawahar Education Societys  A.C.Patil College of Engineering 17 Sector-4 Kharghar Navi Mumbai-410 210 (Id: C-33695),28,,621,
"Jawahar Education Society's Institute of Technology Management and Research, Address: Servey No-48,Gowardhan, Gangapur Road, Nashik, Taluka: Nashik District: Nashik (Id: C-41619)",76.38461538,,108,
Jawahar Engineering College (Id: C-16569),53.3,,47,
"JAWAHARLAL COLLEGE OF ENGINEERING & TECHNOLOGY, MANGALAM (Id: C-43332)",7.166666667,,144,
"Jawaharlal College,Patnagarh (Id: C-40986)",6.428571429,,282,
"Jawaharlal College, Vidisha (Id: C-35292)",10.16666667,,847,
"Jawaharlal Institute of Technology, Vidhya Vihar, Borwan, Kasrwada, Khargone-45122 (Id: C-36236)",57.57142857,,379,
"Jawaharlal Nehru Arts Commerce and Science College, Wadi (Id: C-18621)",134.1,,109,
"Jawaharlal Nehru College, 56-C Civil Lines Shyamla Hills, Bhopal (Id: C-35151)",80.22727273,,453,
"Jawaharlal Nehru College for Women,Pali Village,Ulunderpet Taluk (Id: C-36435)",49.18181818,,243,
JAWAHAR LAL NEHRU COLLEGE OF EDUCATION (Id: C-28041),30.625,,50,
"JAWAHARLAL NEHRU COLLEGE OF EDUCATION, RATAHARA, REWA  (Id: C-50385)",29.48,,31,
"Jawaharlal Nehru College of Social Work, Cidco, Nanded (Id: C-7397)",536,,129,
JAWAHARLAL NEHRU COLLEGE OF TECHNOLOGY REWA (Id: C-31858),97,,15,
Jawaharlal Nehru College Pasighat (Id: C-16302),15.15384615,,487,
"Jawahar Lal Nehru Government College, Haripur at Manali, District Kullu (Id: C-11490)",14.06060606,,151,
"Jawahar Lal Nehru Government College ,  Tooran, Mandi Gobindgarh, Fatehgarh Sahib (Id: C-22124)",4.6,,30,
"Jawaharlal Nehru Government Degree College, Barwaha (Id: C-29784)",29.83333333,,366,
JAWAHAR LAL NEHRU GOVERNMENT DEGREE COLLEGE OF FINE ARTS SHIMLA (Id: C-55811),19.66666667,,20,
"Jawaharlal Nehru Govt.Engineering College, Mandi (Id: C-53483)",62,,179,
JAWAHARLAL NEHRU HOMOEOPATHIC MEDICAL COLLEGE - LIMDA (Id: C-854),12.5,,120,
JAWAHARLAL NEHRU INSTITUTE OF ARTS AND SCIENCE (Id: C-52079),25.82352941,,93,
JAWAHARLAL NEHRU MEDICAL COLLEGE (Id: C-24503),39.07142857,,539,
Jawahar Lal Nehru Medical College & Hospital (Id: C-42780),6.1875,,112,
"Jawaharlal Nehru Memorial College, Ghorasahan (Id: C-18995)",38.4375,,1403,
"Jawahar Lal Nehru Memorial College, Sitamarhi (Id: C-18988)",13.13333333,,0,
"Jawahar Lal Nehru P. G. College, Bansgaon, Gorakhpur (Id: C-14316)",30.22222222,,0,
Jawaharlal Nehru Rajkeeya  Mahavidyalaya (Id: C-6498),77.75,,833,
"Jawahar Lal Nehru Smarak P. G. College, Maharajganj (Id: C-14154)",37,,400,
"Jawaharlal Nehru Smriti College, Sohagpur, Hoshangabad (Id: C-35213)",21.63157895,,1108,
"Jawahar Lal Nehru Smriti, College, Vidisha (Id: C-35380)",76.5,,49,
Jawaharlal Nehru TT college (Id: C-26539),33.73333333,,64,
"JAWAHARLAR NEHRU COLLEGE OF EDUCATION MALLARAM RD, VEMULAWADA (Id: C-21474)",17.27272727,,63,
"Jawahar Law College, Yadagiri. (Id: C-9862)",14.28571429,,5,
Jawahar School of Architecture Planning and Design (Id: C-53456),5.305555556,,0,
"Jawahar Science College,Block -14,Neyveli-607 803 (Id: C-36360)",83.93103448,,293,
"JAWAHAR VIDYAPEETH TEACHERS TRAINING  COLLEGE, KANORE (Id: C-39950)",58.31818182,,211,
"JAWAHAR VIJAY SINGH MAHAVIDYALAYA, NASIRPUR  (Id: C-52763)",78.66666667,,28,
"JAY ABALA JAG JEEWAN MAHAVIDYALA AVAM SHIKSHAN PRASHIKASHAN, BIHARA (Id: C-53031)",11.49411765,,80,
JAYA COLLEGE OF ARTS AND SCIENCE (Id: C-43973),127.4,,1388,
"Jaya College of B.Sc Nursing, Hanumakonda (Id: C-30536)",12.81818182,,15,
Jaya College of Education (Id: C-14792),19.88235294,,85,
Jaya College of Engineering and Technology (Id: C-16594),16.99047619,,35,
"Jaya College of Nursing, Warangal (Id: C-30685)",10.46808511,,10,
"JAYA COLLEGE OF PARAMEDICAL SCIENCES, COLLEGE OF PHARMCY (Inst. Code - 224), CHENNAI (Id: C-45451)",0.897435897,,51,
"JAYA COLLEGE OF PARAMEDICAL SCIENCES, COLLEGE OF PHYSIOTHERAPY (Inst. Code - 202), CHENNAI (Id: C-45443)",7.809917355,,45,
Jayadeva Inst. of Cardiology (Id: C-40527),23.44444444,,70,
Jaya Engineering College (Id: C-16577),67.84615385,,534,
JAYAGOVIND HARIGOPAL AGARWAL AGARSEN COLLEGE (Id: C-43950),17.52586207,,198,
Jaya Institute of Technology (Id: C-16494),32.22222222,,26,
"Jaya Inst. of Medical Lab Technology B.Sc MLT, Warangal (Id: C-30416)",46.23076923,,2,
Jayalakshmi Institute of Technology (Id: C-37056),22.98214286,,268,
Jayalakshmi Narayanaswami College of Education (Id: C-14607),8.333333333,,46,
"Jaya Man Ashram Snatakottar Sanskrit Mahavidyalaya, Sug Bhatoli (Id: C-54191)",28.28571429,,3,
JAYAM ARTS AND SCIENCE COLLEGE (CO-ED) (Id: C-52917),24.375,,115,
Jayamatha Engineering College (Id: C-27085),18,,5,
Jayam College of Engineering and Technology (Id: C-37097),49.26666667,,246,
"Jayamukhi College of Education, Narsampet (Id: C-27496)",43.25,,48,
"Jayamukhi College of Pharmacy, Maqdumpur, Narsampet, Warangal (Id: C-27246)",14.23076923,,38,
"Jayamukhi Institute of Management Sciences, Maqdumpur, Narsampet, Warangal (Id: C-27245)",64.73913043,,17,
Jayamukhi Institute of Pharmaceutical Sciences (Id: C-19769),14,,7,
Jayamukhi Institute of Technological Sciences (Id: C-19596),18.16,,489,
Jayanthi College of Education (Id: C-15023),11.53846154,,95,
Jaya Prakash Narayan College of Engineering (Id: C-19643),30,,220,
Jayaraj Annapackiam CSI College of Engineering (Id: C-27080),6.06122449,,109,
Jayaram College of Engineering and Technology (Id: C-25011),3.230769231,,73,
"Jayaram Raj Upadhyay Balika Degree College, Padaribabu, Parsurampur, Basti (Id: C-14129)",500.8,,68,
JAYARANI ARTS AND SCIENCE COLLEGE FOR WOMEN (Id: C-63065),67.06896552,,0,
Jaya Sakthi Engineering College (Id: C-16493),60.41176471,,62,
Jayasanthi B.Ed. College (Id: C-14399),25.125,,83,
JAYA SCHOOL OF ARCHITECTURE (Id: C-56092),51.2962963,,0,
"Jaya Shekara College of Nursing, Ongole (Id: C-30580)",65.78947368,,4,
"JAYASREE ARTS AND SCIENCE COLLEGE, PULPALLY (Id: C-51783)",12.73333333,,85,
"Jayawant College of Engineering & Management, Gat,Kille Machindragad, (Id: C-11150)",14.18181818,,36,
"JAYAWANTI BABU FOUNDATIONâ??S METROPOLITAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT, SINDHUDURG (Id: C-45222)",12.28571429,,172,
"Jayawant Shikshan Prasarak Mandal's Bhivarabai Sawant Institute of Technology & Research, Gat No. 720-1&2, Pune-Nagar Road, Wagholi, Tal. Haveli Pune 412 207. (Id: C-42056)",7.714285714,,451,
"Jayawant Shikshan Prasarak Mandal's Charak College of Pharmacy & Research, 720/1&2, Wagholi, Pune  412 207 (Id: C-41589)",3,,80,
"Jayawant Shikshan Prasarak Mandal's Eniac Institute of Computer Applications, Wagholi,Tal. Haveli, Pune 412207. (Id: C-41241)",26.73134328,,10,
"Jayawant Shikshan Prasarak Mandal's Jayawantrao Sawant College of Commerce and Science, Hadapsar, Pune 411028. (Id: C-60091)",15.26666667,,112,
"JAYAWANT SHIKSHAN PRASARAK MANDALS J S P M NARHE TECHNICAL CAMPUS, NARHE, PUNE (Id: C-45874)",18.35714286,,667,
"Jay Bajarang Mahila Mahavidyalaya, Mugura Badshahpur, Jaunpur (Id: C-16135)",41.71428571,,0,
"Jay Bajrang Pratishthans B Ed College, Alephata (Id: C-54983)",29.6640625,,34,
"Jaybees Training College of B. Ed., Kuttoor, P.O. Mathamangalam (Id: C-43848)",6.545454545,,50,
"JAY GIRIRAJ DHARAN MAHAVIDHYALAYA NEHEL ATROLI, ALIGARH (Id: C-15505)",16.66666667,,1147,
"Jay Gurudev Sanskrit Mahavidyalaya, Bazar Patti (Id: C-20060)",4.358490566,,60,
Jay Jalaram Ayurvedic Medical College (Id: C-62821),7.636363636,,0,
Jay Jalaram Homoeopathic Medical College (Id: C-58752),18.93333333,,0,
Jay Jalaram Talimi Snatak Mahavidyalaya (Id: C-586),8.379310345,,98,
"Jay Kamakhya Jag Jeewan Dharmachandra Shukla Mahavidyalaya, Rautawan (Id: C-53029)",2.333333333,,104,
"Jaymangal Mahavidyalay, Narayanpur, Kakarahi, Daulatpur, Saidpur, Ghazipur (Id: C-60695)",7.080924855,,0,
JAY PERSAPEN SCIENCE COLLEGE BHAMRAGAD (Id: C-46503),27.80327869,,3,
"Jay Prakash Mahavidyalaya, Umraha, Varanasi (Id: C-13659)",0.906976744,,414,
"JAY SHRI SIDDHIVINAYAK FOUNDATIONâ??S BR HARNE COLLEGE OF ENGINEERING AND TECHNOLOGY, THANE (Id: C-45236)",8.222222222,,329,
"Jaysingpur  College, JAYSINGPUR (Id: C-11084)",8.194117647,,362,
"JAYVANTRAI HARRAI DESAI POLYTECHNIC, PALSANA 686 (Id: C-45264)",14.33333333,,117,
"Jaywant Mahavidyalaya Near Govt. Resthouse, Shahapur,  ICHALKARANJI (Id: C-11109)",7,,105,
"Jaywant Shikshan Prarsark Mandals Rajarshi Shahu College of Education Sr.No.80-2, Pune Mumbai Bypass Highway, Tathwade,Pune  411 033 (Id: C-41938)",10.59090909,,144,
"Jaywant Shikshan Prasarak Mandals Imperial College of Engineering and Research, Gat No. 720 (1 and 2), Pune Nagar Road, Wagholi, Pune  412 207. (Id: C-41817)",1.2,,808,
"Jaywant Shikshan Prasarak Mandals Jaywantrao Sawant College of Education, Sr.No.58,Indrayani Nagar, Handewadi Road, Hadapsar, Pune  411 028 (Id: C-41342)",3.602339181,,75,
"Jaywant Shikshan Prasarak Mandals Rajashi Shahu College of Pharmacy & Research , Survey no. 82-2, Tathawade, Pune 33 (Id: C-41849)",12.375,,93,
"Jaywant Shikshan Prasarak Mandal's Rajshree Shahu College of Engineering, S.No. 80, Pune Bombay Bypass highway, Thathwade, Pune 411 033 (Id: C-41614)",5.46,,949,
"Jaywant Shikshan Prasark Mandals Jaywantrao Sawant College of Pharmacy and Research, Handewadi Road, Hadapsar,Pune. (Id: C-42240)",4.111111111,,62,
J.B. College P.O. Jorhat-785001 (Id: C-8497),3.869565217,,737,
J.BEERA COLLEGE OF EDUCATION (Id: C-24082),6.748858447,,16,
J.B.GIRLS COLLEGE TOONGA (Id: C-53419),7.142857143,,198,
J.B.Hagjer Degree College (Id: C-26440),7.268907563,,32,
JB Institute of Engineering & Technology (Id: C-19615),13.55,,579,
J.B. Institute of Technology (Id: C-21312),5.11023622,,141,
"J B International College, Jaipur (Id: C-38545)",10.1,,106,
JBIT College of Pharmacy (Id: C-63329),6,,0,
J.B. Knowledge Park (Id: C-28392),2.530612245,,197,
"J. B. Mahajan Degree College,  Chaurichaura, Gorakhpur (Id: C-14163)",12.5,,117,
"J. B. Mahajan Mahila Degree College,  Chaurichaura, Gorakhpur (Id: C-14276)",1.384615385,,226,
J B MEMORIAL COLLEGE OF EDUCATION (Id: C-61725),5.833333333,,0,
JBR ARCHITECTURE COLLEGE (Id: C-47711),15.54166667,,21,
J B Roy Ayurvedic Medical College & Hospital (Id: C-16408),6.153846154,,44,
"J B Shah Kanya PG Mahavi., Jhunjhunun (Id: C-38324)",4.942857143,,212,
JBS INSTITUTE BANDI KA PURWA (Id: C-59549),15.34579439,,0,
"J.B.S. MAHAVIDYALAYA, DULHADEPUR, TIKAIT NAGAR, BARABANKI (Id: C-42402)",13.52380952,,427,
"J.B. Teachers Training Institute, 23 P.T.P., Sadulsahshar (Id: C-40748)",0.2,,125,
JBVP Vidya Niketan College of Pharmacy (Id: C-62149),19.28571429,,0,
"J.C. BOSE INSTITUTE OF EDUCATION & RESEARCH, BURDWAN (Id: C-49455)",16.375,,0,
J.C. College of Law (Id: C-32815),291,,171,
"J.C.D.A.V.College, Dasuya (Id: C-29403)",11.66666667,,462,
J.C.Degree College (Id: C-23931),12.375,,21,
"J.C.Diwakar Reddy Agricultural College, Tadiptri (Id: C-56609)",62.88372093,,50,
J C DIWAKAR REDDY HORTICULTURAL COLLEGE (Id: C-63727),16.36363636,,0,
J.C. MILLS GIRLS COLLEGE (Id: C-34817),4.615384615,,233,
"J.C.N.R.M. Degree College, Tadipatri (Id: C-30974)",7.131578947,,176,
JCRE Global College (Id: C-61603),15.38461538,,0,
JCT College of Engineering and Technology (Id: C-37055),32.4,,309,
J D ARTS AND SCIENCE COLLEGE (Id: C-61494),112,,0,
J.D. Birla Institute (Id: C-42666),10.16666667,,596,
"J.D.C.Bytco Institute of Management Studies and Research, Nashik 422005 (Id: C-41411)",42.05882353,,56,
"J.D.College of Education, Muktsar (Id: C-31027)",11.20183486,,189,
"JD College of Engineering, Khandala (Id: C-18192)",94.16666667,,322,
"J.D. College of Nursing, Kadapa (Id: C-30602)",9.842105263,,4,
J.D. COMPUTER EDUCATION CENTRE SAGAR (Id: C-31183),28.42857143,,146,
"J D GIRLS COLLEGE, HASTEDA (Id: C-51854)",12.1875,,77,
"JD Institute of Fashion of Technology, No 18, Edward House, Brigade Road, Shanthala Nagara, Bengaluru-560001 (Id: C-20714)",15.42767296,,33,
"J.D.J.B. ANAND MAHAVIDYALAYA, DHANWARI, KHEMAPUR, AMBEDKAR NAGAR (Id: C-42514)",12.375,,509,
"J.D NATIONAL B.ED COLLEGE, JANUM, ANGARA (Id: C-47750)",13.20833333,,95,
"J.D. Patil Sangludkar Mahavidyalaya , Daryapur. (Id: C-43154)",15.97841727,,293,
"J D P.G. College, Jaipur (Id: C-38290)",14.8,,318,
"JDS College of Education, Vill. Kot, Tehsil Thar Kalan, Gurdaspur. (Id: C-27972)",27.98019802,,47,
J.D.S Degree College (Id: C-57002),4.777777778,,18,
JD SINGH MAHAVIDYALAYA DURGAGANJ AUNG  (Id: C-62846),62.5,,0,
"J.D.S.S. Mahila College, Forbishang (Id: C-29581)",18.25,,0,
"JDT ISLAM ARTS & SCIENCE COLLEGE, VELLIMADUKUNNU (Id: C-8240)",10.28638498,,136,
JDT ISLAM COLLEGE OF NURSING (Id: C-51287),14.26086957,,39,
JDT ISLAM COLLEGE OF PHARMACY (Id: C-8109),48.18181818,,41,
J.D.T. Islam College of Physiotherapy (Id: C-51521),7.666666667,,36,
J.D. Women's College (Id: C-12897),16.60416667,,1528,
"JEC COLLEGE OF  EDUCATION, SAROORNAGAR (Id: C-50218)",77.71428571,,79,
"J.E. Co-Op Societys Sri Kumareshwar Arts & Commerce College, Hanagal (Id: C-35695)",123.8333333,,130,
JEEL GOSWAMI COLLEGE OF SCIENCE AND RESEARCH (Id: C-52475),9.238095238,,148,
"Jeet Bahadur Singh Mahavidyalay, Village and Post - Garavpur, Tehsil  Lambhua (Id: C-59058)",8.413793103,,0,
"JEET NARAIN SINGH YADAV SMARAK BALIKA MAHAVIDYALAYA, ALLAHABAD (Id: C-51590)",8.40625,,208,
"JEEVA COLLEGE OF NURSING (Inst. Code - 467), KRISHNAGIRI (Id: C-45634)",27.48,,51,
Jeevan Chanan College of Education (Id: C-10785),91.375,,84,
"Jeevan Chanan Mahila Mahavidyalaya, Assandh (Id: C-10866)",16.46666667,,186,
Jeevan College of Education (Id: C-14538),12.85714286,,110,
"JEEVANDEEP INSTITUTE OF MANAGEMENT AND TECHNOLOGY, VARANASI (Id: C-47034)",16.66666667,,19,
"Jeevandeep Mahavidyalaya, Baralalpur, Varanasi (Id: C-13538)",14.28571429,,171,
Jeevandeep Shaishnik Sansthas Pois College of Arts Commerce & Science A P Khardi Tal Shahapur Dist Thane (Id: C-34029),60.30769231,,83,
"Jeevandeep Shikshan Prasarak Mandal's Arts, Science & Commerce College, Pimpalner, Beed. (Id: C-34398)",16.47368421,,98,
"Jeevan Deep Women College of Education, Suryanagar, Ghazipur (Id: C-53515)",12.5,,99,
Jeevandip Shikshanik Sansthas Arts Commerce and Science  Goveli  Poi  Dist Thane (Id: C-34121),13.88888889,,554,
Jeevan Joyt Educational Trusts Reena Mehta Arts & Commerce  Rachana Apartment  Near KopolWadi Geeta Nagar Bhyander  West  401 101 (Id: C-33875),8.875,,174,
"Jeevan Jyothi B.Sc Nursing College, Tenali (Id: C-30656)",29.79166667,,45,
JEEVAN JYOTI COLLEGE OF EDUCATION (Id: C-28121),30.3125,,69,
JEEVAN JYOTI PHARMACY AND MEDICAL SCIENCE (Id: C-61951),4.4,,0,
"JEEVAN JYOTI PRATISTHAN, LATE SAU VASUDHA ZADE NURSING COLLEGE, SARKAR NAGAR (Id: C-49810)",11.69078947,,0,
Jeevan Rekha Pratisthan's Mahila B.C.A. Mahavidyalaya (Id: C-44291),11.75,,16,
JEEVAN SHIKSHAN VIGYAN MAHAVIDYALAYA KAIJ (Id: C-60025),30.453125,,0,
"JEEVAN SHREE NURSING COLLEGE, JAIPUR (Id: C-47102)",19.33333333,,31,
jehal parsad  teachers training college (Id: C-62381),17.13333333,,0,
"Jehanabad College, Jehanabad (Id: C-12921)",9.890410959,,3718,
"JEHLUM EDUCATION TRUST, BARAMULLAH (Id: C-45967)",4.941176471,,0,
"Jenapur Degree College, Jenapur,Jajpur (Id: C-39760)",24,,106,
"Jenila Varshini College of Education, Itha Nagar, Tenali, Guntur District (Id: C-57664)",38.11111111,,44,
Jenneys College of Education (Id: C-14463),18.47058824,,103,
JENNEYS COLLEGE OF PHYSICAL EDUCATION (Id: C-56150),58.77777778,,24,
"JENNYS COLLEGE OF NURSING (Inst. Code - 457), TIRUCHIRAPALLI (Id: C-45688)",12.1875,,50,
Jenraimukh College P.O. Jengraimukh-785105 (Id: C-8387),46.41176471,,37,
JEPPIAAR ENGINEERING COLLEGE (Id: C-16539),99.46153846,,784,
JEPPIAAR INSTITUTE OF TECHNOLOGY (Id: C-50925),12,,142,
JEPPIAAR MAAMALLAN ENGINEERING COLLEGE (Id: C-16483),11.375,,354,
JEPPIAAR SRR ENGINEERING COLLEGE (Id: C-16552),45.15384615,,580,
Jerusalem College of Engineering (Id: C-16525),49.94285714,,527,
JES College of Education (Id: C-24406),19.26027397,,80,
"JES COLLEGE OF EDUCATION, FARHADA (Id: C-49152)",9.869565217,,195,
J E S  College of nursing (Id: C-55198),12.57142857,,10,
JES Mother Teresa College  of Nursing (Id: C-40088),19.81818182,,116,
"J.E.S.R.G.Bagadiaya Arts S.B. Lakhotiya Commerce & R. Bezonji Science College, Jalna. (Id: C-34603)",174.7777778,,256,
JESSE DEGREE COLLEGE (Id: C-62243),11.625,,0,
"JES'S S K A LOKAPUR ARTS/ SCIE / COMM COLLEGE,  ATHANI (Id: C-10035)",26.125,,347,
"JESs Sri. Kumareshwar Education College, Hangal. (Id: C-35562)",50.08333333,,88,
JESU ARTS AND SCIENCE COLLEGE (Id: C-63164),59.75,,0,
JESUS DOGGA COLLEGE OF EDUCATION (Id: C-61017),74.5,,79,
Jesus & Mary College (Id: C-6420),6.925925926,,1004,
Jesus & Mary College of Education (Id: C-24457),14.61538462,,40,
JESUS THE SAVIOUR OF NATIONS COLLEGE OF EDUCATION (Id: C-61016),28.75609756,,73,
"JESUS TRAINING COLLEGE, MALA (Id: C-8172)",14.65,,93,
"JETHEDAR UJJAGAR SINGH SEKHWAN (J.U.S.S.) INSTITUTE,SEKHWAN (Id: C-56274)",11.33333333,,0,
JETHIBA K. PATEL ARTS COLLEGE & B.A. PATEL & D. B. VYAS COMMERCE COLLEGE  (Id: C-6854),25.50793651,,324,
JET-POINT COMPUTER CENTRE BHOPAL (Id: C-31350),71,,15,
Jetpur Law College  (Id: C-57813),49.5,,60,
"Jewels International (Chetana College of Special Edn.) A/3, Institutional Area, BBSR (Id: C-39698)",25,,39,
"Jeyaraj Annapackiyam College for Women, Periyakulam (Id: C-17047)",56.13559322,,2320,
"Jeypore College of Pharmacy (JCP), Jeypore (Id: C-30073)",45.96153846,,55,
"Jeypore Law College, Jeypore (Id: C-39411)",132,,60,
J. G. College of Commerce (Id: C-5943),19.8,,855,
J. G. College of Computer Application (Id: C-6078),12,,149,
J. G. College of Education (Id: C-6032),6.166666667,,49,
J. G. College of Education for Women (PG) (Id: C-6087),24.71428571,,42,
JG COLLEGE OF EDUCATION (GUJARATI MEDIUM) (Id: C-50433),15,,92,
"J.G. College of Education, Hisar Road, C/o Bharat Sainik School, Sirsa (Id: C-22443)",7.444444444,,55,
J. G. College of Education M. Ed. (P.G.) (Id: C-6126),59,,19,
J. G. College of Nursing (Id: C-6105),177.047619,,110,
J. G. COLLEGE OF PERFORMING ARTS (Id: C-49469),14.14285714,,39,
J. G. College of Physiotherapy (Id: C-6080),66.16666667,,83,
JG INSTITUTE OF BUSINESS ADMINISTRATION (Id: C-50017),9.090909091,,151,
JG INSTITUTE OF LAW (Id: C-60067),17.5,,0,
"Jhadeswar +3 Degree College,chhanpur (Id: C-60851)",13,,85,
